listing_id,address,city,province,postal_code,neighborhood,subarea,sub_area_community,property_age,property_type,style,sqft,days_on_site,bed,bath,price,strata_fee,primary_agent,primary_broker,title,description,,scrape_date
R2480603,204-22577 Royal Crescent,Maple Ridge,BC,V2X2M2,East Central Maple Ridge,east-central-maple-ridge-bc,East Central Maple Ridge,Built in 2020 (0 yrs old),Apt/Condo,1 Storey,1184,91,2,2,494000,208,Lisa Gill,Macdonald Realty (Surrey/152),Freehold Strata,"The Crest Maple Ridge! Hurry in as we are at our last few available! Call for all the details & the website. Beautiful spacious homes, stainless steel appliances, top end finishings & low maintenance fees. Available now, staged units to view.",,11/16/2020
R2461138,508-22577 Royal Crescent,Maple Ridge,BC,V2X2M2,East Central Maple Ridge,east-central-maple-ridge-bc,East Central Maple Ridge,Built in 2019 (1 yrs old),Apt/Condo,1 Storey,1063,148,2,2,524000,208,Lisa Gill,Macdonald Realty (Surrey/152),Freehold Strata,"The Crest Maple Ridge! Hurry in as we are our last few available! Call for all the details and the website. Beautiful spacious homes, stainless steel appliances, top end finishing and low maintenance fees.",,11/16/2020
R2374484,1-3601 Rae Avenue,Vancouver,BC,V5R2P6,Collingwood,collingwood-vancouver-bc,Collingwood,Built in 2021 (-1 yrs old),Townhouse,"End Unit,Other",810,519,2,2,789000,209,Michelle Yu PREC*,RE/MAX Real Estate Services,Freehold Strata,"Beautiful 2 level, 2 bedrooms brand new townhome developed by Rosanni Properties. Estimated completion in 2021. Located in a quiet residential area within the vibrant Joyce-Collingwood neighborhood. Close to everything. Close to Central Park, Metropolis at MetroTown and shops on Kingsway. Within walking distance to Joyce Skytrain station and other bus lines. Easy access to Highway 1 along Boundary Road. This unit offers a functional layout with high quality craftsmanship, quartz counter top, HRV, high end appliances, underground parking & more. Each unit comes with 1 parking stall & 1 storage locker plus 2-5-10 home warranty.",,11/16/2020
R2505884,3631 Commercial Street,Vancouver,BC,V5N4G1,Victoria East,victoria-east-vancouver-bc,Victoria East,Built in 2007 (13 yrs old),Townhouse,"1 Storey,Corner Unit",790,23,2,1,839000,209,John Freire,Sutton Centre Realty,Freehold Strata,"Rarely available 2 bedroom corner unit Townhome in the desirable Brix II. Situated on the best corner of the development this home is bright and airy with windows on all 3 sides. Open concept with spacious kitchen, Living room and Dining room. Features include Granite counter tops, Stainless steel appliances, Gas range and cozy gas Fire place. Freshly painted and Brand New engineered wood floors throughout. Huge 21 x 8 foot Patio for all your entertaining and gardening needs + NG hookup for your BBQ. Bonus 9 x 7 street level Patio and double entrances with green space beside you. Amazing location within steps to Trout lake, Transit, Trendy commercial drive, restaurants and cafes. Pets allowed, 2 secured parking spots, 1 storage locker.",,11/16/2020
R2484047,PH12-2239 Kingsway,Vancouver,BC,V5N0E5,Victoria East,victoria-east-vancouver-bc,Victoria East,Built in 2011 (9 yrs old),Apt/Condo,"Inside Unit,Penthouse",619,83,1,1,549900,209,Dan Mikl,RE/MAX Little Oak Realty (Abbotsford),Freehold Strata,"The Scena! Rarely available Penthouse level bright 1 bed plus den and 1 bath unit. Truly efficient layout with its functional Island Kitchen and open living areas leading to a gorgeous large sundeck overlooking the views of the City. Some of the features include Laminate flooring, Granite Counters, Stainless Steel appliances and in-suite storage/den area. Large windows throughout with tons of natural light. Convenient location across the street from T&T Supermarket, close to transportation, walking distance to Nanaimo Skytrain Station, parks, restaurants and shopping. 1 parking stall. Hurry on this one!",,11/16/2020
R2498530,47-688 Edgar Avenue,Coquitlam,BC,V3K0A5,Coquitlam West,west-coquitlam-bc,Coquitlam West,Built in 2008 (12 yrs old),Townhouse,3 Storey,1215,42,2,2,728000,209,Anna Phung,Magsen Realty Inc.,Freehold Strata,"Welcome to GABLE, built by quality construction Mosaic Homes. This spacious 1,215 sqft, 2 bedroom townhouse boasts a functional, open floor plan. Features include granite countertops, premium stainless steel appliances, 9 ft ceiling & laminate flooring throughout the main floor. Private rear, WEST facing fenced yard perfect for summer BBQ! Double tandem garage. Central location, close to Lougheed Mall Town Centre, Skytrain, schools with easy access to HWY1.",,11/16/2020
R2510728,1508-989 Beatty Street,Vancouver,BC,V6Z3C2,Yaletown,yaletown-vancouver-bc,Yaletown,Built in 2004 (16 yrs old),Apt/Condo,1 Storey,455,8,0,1,499000,209,Lionel Lorence,RE/MAX Lionel Lorence,Freehold Strata,"A stunning studio suite in the beautiful ""Nova"" building by Bosa Developments. Enjoy Bosa's legendary finishing quality & solid concrete exterior walls. This fantastic 455 sq ft bachelor apartment offers northwest views, designer details, stainless steel appliances, granite countertops, beautiful cabinetry, in-suite laundry & storage. Amenities include guest suite, live in caretaker, hot tub, steam room, party lounge, gym & yoga studio, 1 parking / 1 storage locker. Rentals allowed, Pets allowed with restrictions. Perfectly located right in the heart of Yaletown & walking distance to shops, restaurants, skytrain, Parq Vancouver, BC Place & Rogers Arena…",,11/16/2020
R2478800,2702-2978 Glen Drive,Coquitlam,BC,V3B0C3,North Coquitlam,north-coquitlam-bc,North Coquitlam,Built in 2009 (11 yrs old),Apt/Condo,Inside Unit,649,98,1,1,499000,209,Alexander Golding,RE/MAX Sabre Realty Group,Freehold Strata,"1 BEDROOM PLUS DEN!! Welcome to Grand Central One, centrally located next to Coquitlam Centre, Douglas College, Pinetree Secondary, Glen Elementary, Skytrain, Parks, Library, Golf Course & Community Centre. MASSIVE PATIO, North facing VIEW overlooking mountains, Lafarge Lake and city centre. Amenities include fitness centre and an outdoor pool. Rentals allowed and Pets are welcome. Don't miss this opportunity to own in the most central location in Coquitlam with the BEST VIEW. Call today to arrange your showing!",,11/16/2020
R2489298,407-11501 84 Avenue,Delta,BC,V4C2L2,Annieville,annieville-delta-bc,Annieville,Built in 2019 (1 yrs old),Apt/Condo,1 Storey,1100,68,2,2,549000,209,Satinderpal S Brar PREC*,Investa Prime Realty Inc.,Freehold Strata,"BEST LOCATION ! BEST UNIT ! BEST PRICE ! Corner Unit With BIG BALCONY AND UNOBSTRUCTED View!!! Welcome to Delta Gardens!!! Approximately 970 sqft, 2 bed 2 bath With a larger entertainers Living Room, Dinning Area, Stainless steel appliances, 5 burner gas range stove, quartz countertops. Private deck for BBQ amazing unobstructed mountain view. This condo development located in the Social Heart of North Delta. Located beside the North Delta Recreational Centre, close to transit and shopping. NEXT TO NORTH DELTA REC CENTER RENTAL UNIT, month to month tenancy. Easy to show",,11/16/2020
R2501489,401-22335 Mcintosh Avenue,Maple Ridge,BC,V2X3C2,West Central Maple Ridge,west-central-maple-ridge-bc,West Central Maple Ridge,Built in 2020 (0 yrs old),Apt/Condo,Corner Unit,869,35,2,2,415000,209,Steve Kleiner PREC*,Sutton Centre Realty,Freehold Strata,"Assignment of contract!!! Brand new NW corner facing , Large 869 square foot condo with 2 bed 2 bath MC/2 Maple Ridge! Featuring Central Air Conditioning and Heating, High 9ft Ceilings, stainless steel appliances, quartz countertops, in suite Laundry, Large 160 square foot balcony. Central Location walking distance to transportation and shopping. Expected completion end of October to mid November, 2020. Call now to view.",,11/16/2020
R2508336,204-138 E Hastings Street,Vancouver,BC,V6A1N4,Downtown East,downtown-east-vancouver-bc,Downtown East,Built in 2015 (5 yrs old),Apt/Condo,Inside Unit,443,15,1,1,363900,209,Mathew Guidi,RE/MAX Sabre Realty Group,Freehold Strata,"BEST VALUE DOWNTOWN - Affordable, clean, second floor unit with high ceilings, euro style cabinetry, laminate flooring and washer/dryer. Invest in this central location blocks away from Gastown, Chinatown, Rogers Arena, B.C. Place Stadium, SFU Campus, restaurants & skytrain. Rentals and Pets allowed. Includes 1 SECURE PARKING STALL in a double gated underground lot. Bedroom dresser and built in shelves to stay. AMAZING monthly rental return UNFURNISHED $1550 // FURNISHED $1750! DON'T MISS OUT!",,11/16/2020
R2512865,51-20487 65 Avenue,Langley,BC,N/A,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2021 (-1 yrs old),Townhouse,3 Storey,1455,1,3,3,674800,209,Sam Salem PREC*,88West Realty Ltd.,Freehold Strata,"Spacious 3 bedrooms corner unit townhouse, Based on the Disclosure statement, total area is 1855sqft with the Garage space, but without the garage is 1432 sqft with open style kitchen, quartz countertops, soft-close cabinetry, double sinks and pantry, modern living spaces with double car garages, and park like landscaped front and backyards. Township Commons, located in Langley's municipal district, Township Commons is walking distance to a multitude of conveniences such as Costco, Wal-Mart, City Hall, Community Centre, Library, and a close driving distance to Willowbrook Mall, future LRT station, and other amenities. The estimated completion is summer 2021.",,11/16/2020
R2486016,401-402-499 Broughton Street,Vancouver,BC,V6G3K1,Coal Harbour,coal-harbour-vancouver-bc,Coal Harbour,Built in 2003 (17 yrs old),Apt/Condo,"Corner Unit,Upper Unit",2911,77,3,4,5690000,2097,Wei Du PREC*,Amex Broadway West Realty,Freehold Strata,"A rare opportunity to own a Unique Exclusive Super Prime waterfront residence unit 401 & 402 W/Approx 1700 SF Deck, total area incl deck is 4624 SF. Three large ensuite bedrooms & four bathrooms. Spacious open-concept ding and living rooms overlooking gorgeous ocean side terrace with a breathtaking panoramic view of Coal Harbour, Stanley Park, and the North Shore mountains, located just steps from the seawall. Amenities include 24/7 concierge services, swimming pool with hot tub, sauna, gym, and more. The perfect place to call home... make it yours today!",,11/16/2020
R2499987,52-7169 208a Street,Langley,BC,V2Y0X2,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2018 (2 yrs old),Townhouse,"2 Storey w/Bsmt.,End Unit",2362,36,4,4,798000,210,Akash Maan,YPA Your Property Agent,Freehold Strata,"RARE, one of a kind, Massive corner unit with about 2400 sq feet of living space, Lattice by Award winning Vesta properties in the most trending area of Willougby heights. This almost new, end unit has 4 bedrooms, 3.5 bath with garage and covered carport. Vistor parkings on the side and front. The bright, open living area boasts of large windows, 9 feet ceilings, kitchen with quartz countertops and Kitchen Aid appliances. Upper level has 2 great sized bedrooms and a master bedroom w/4pc ensuite and a huge laundry room. A 4th bedroom and large Rec room is located downstairs with a beautiful fenced backyard. Luxurious laminate floors throughout the main floor and basement,plush carpet on upper floor. Minutes away from shopping, parks and schools.Hurry ! before this gem goes away.",,11/16/2020
R2498550,92-19696 Hammond Road,Pitt Meadows,BC,N/A,South Meadows,south-meadows-pitt-meadows-bc,South Meadows,Built in 2021 (-1 yrs old),Townhouse,"3 Storey,Inside Unit",1213,43,3,3,630900,210,Monica Chang,Mosaic Avenue Realty Ltd.,Freehold Strata,"Brand new 3-bedroom, 2.5-bathroom townhome in the heart of Pitt Meadows. Bonson by Mosaic is nestled in a quiet single-family neighbourhood minutes from the West Coast Express. Our Davis Series homes include 3-bedrooms and 2-bathrooms on the top floor. Homes at Bonson are full of natural light, with 10-ft ceilings and an added powder room on the main floor. A great move up from apartment living, with garage space for 2 cars. Proudly built by Mosaic Homes. Visit mosaichomes.com/bonson for more information.",,11/16/2020
R2512606,13-5476 Brydon Crescent,Langley,BC,V4A4A3,Langley City,langley-city-langley-bc,Langley City,Built in 2021 (-1 yrs old),Townhouse,3 Storey,1584,1,3,3,669900,210,Mandeep S Grewal,Century 21 Coastal Realty Ltd.,Freehold Strata,"Introducing Brydon Living - SPACE FOR LIFE - A collection of 30 modern architecture townhomes with great curb appeal and Rooftop patio views of Langley City! Enjoy evening sunsets as each home is constructed with balconies on the main floor and spacious front to back Rooftop patios for all your entertainment/relaxation needs. Fully functional layouts designed for grand gourmet kitchens providing quartz countertops, high end appliances and optional two-tone cabinetry. Spacious formal living area with plush carpeting in all bedrooms, hallways and stairways providing comfort throughout the units. Located within short distance to both levels of schools, rec centres, parks/trails, shopping, restaurants and public transit. Now Selling! Phase One estimated Completion early 2021.",,11/16/2020
R2501381,114-4742 Blue Heron Way,Delta,BC,V4M0A8,Tsawwassen North,tsawwassen-north-delta-bc,Tsawwassen North,Built in 2021 (-1 yrs old),Apt/Condo,"Ground Level Unit,Inside Unit",511,34,1,1,359900,210,Tracie McTavish PREC*,Rennie Marketing Systems,Leasehold prepaid-Strata,"Welcome to Peregrine South located in the established ocean-side Tsawwassen Shores Master Planned Community by Aquilini Development! This bright West facing ground floor 1 bedroom home has a functional floor plan, modern galley kitchen, built in desk, large flex area, luxurious bathroom & 9' ceilings throughout. Peregrine South offers The Nest Clubhouse amenity building for the homeowners exclusive use featuring a fitness centre, chef's kitchen, family dining area, outdoor fireside lounge, meeting rooms, multi-purpose room with billiards, and more. YVR, Tsawwassen Mills Mall, the US Border and BC Ferries are all mere minutes away. No Foreign Buyer Tax, No Speculation Tax! Book an appointment now to visit our presentation centre.",,11/16/2020
